state_id,state_cn,state_group,metric,metric_cn,status,active_weight,active_channels,planned_channels,report_permission,why
S07,词汇提取/具体性,文本语言,content_function_ratio,内容词/功能词比,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S07,词汇提取/具体性,文本语言,noun_rate,名词比例,active,0.27,TalkBank/DementiaBank; 公开视频; 图片描述; 结构化医患对话,图片描述; 疾病进展语音,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。
S07,词汇提取/具体性,文本语言,pronoun_rate,代词比例,active,0.27,TalkBank/DementiaBank; 公开视频; 图片描述; 结构化医患对话,图片描述; 疾病进展语音,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。 | 2026-07 revision: pronoun finding may be reported as phenomenon only; avoid claiming a noun/semantic-deficit mechanism.
S07,词汇提取/具体性,文本语言,vague_term_rate,模糊词比例,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S07,词汇提取/具体性,文本语言,word_frequency,词频/常见词依赖,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S08,词汇多样性,文本语言,MATTR,moving-average TTR,active,0.09130699999999999,TalkBank/DementiaBank; 公开视频; 图片描述; 结构化医患对话,图片描述; 疾病进展语音,可进入医生报告,"该指标更贴近该 state 的临床含义，且相对更稳定/更可解释，所以在同一 state 内提高比例。 | 2026-07 revision: MATTR and MTLD are two measures of one lexical-diversity construct; count as one construct, split weight across measures."
S08,词汇多样性,文本语言,MTLD,measure of textual lexical diversity,active,0.09130699999999999,TalkBank/DementiaBank; 公开视频; 图片描述; 结构化医患对话,图片描述; 疾病进展语音,可进入医生报告,"该指标更贴近该 state 的临床含义，且相对更稳定/更可解释，所以在同一 state 内提高比例。 | 2026-07 revision: MATTR and MTLD are two measures of one lexical-diversity construct; count as one construct, split weight across measures."
S08,词汇多样性,文本语言,TTR,type-token ratio,active,0.05389,TalkBank/DementiaBank; 公开视频; 图片描述; 结构化医患对话,图片描述; 疾病进展语音,可进入医生报告,该指标更受长度、录音条件、切分阈值或重复特征影响，所以在同一 state 内降低比例。
S08,词汇多样性,文本语言,lexical_density,词汇密度,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S08,词汇多样性,文本语言,n_unique_words,不同词数量,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S09,语义连贯/话语组织,语义话语,embedding_coherence,embedding 连贯,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,重算前不进报告,当前数据条件或验证条件不足，active weight 置 0；保留 planned weight 是为了标记后续可补齐的方向。 | 2026-07 revision: current Jaccard/word-overlap proxy cannot support four separate semantic concepts; recompute with independent vector/task-relevance measures.
S09,语义连贯/话语组织,语义话语,semantic_coherence_tfidf,TF-IDF 语义连贯,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,重算前不进报告,当前数据条件或验证条件不足，active weight 置 0；保留 planned weight 是为了标记后续可补齐的方向。 | 2026-07 revision: current Jaccard/word-overlap proxy cannot support four separate semantic concepts; recompute with independent vector/task-relevance measures.
S09,语义连贯/话语组织,语义话语,task_relevance,任务相关性,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,重算前不进报告,当前数据条件或验证条件不足，active weight 置 0；保留 planned weight 是为了标记后续可补齐的方向。 | 2026-07 revision: current Jaccard/word-overlap proxy cannot support four separate semantic concepts; recompute with independent vector/task-relevance measures.
S09,语义连贯/话语组织,语义话语,topic_drift,话题漂移,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,重算前不进报告,当前数据条件或验证条件不足，active weight 置 0；保留 planned weight 是为了标记后续可补齐的方向。 | 2026-07 revision: current Jaccard/word-overlap proxy cannot support four separate semantic concepts; recompute with independent vector/task-relevance measures.
S10,信息密度/内容单元,内容评分,content_information_units,内容信息单位,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S10,信息密度/内容单元,内容评分,core_lexicon_count,核心词汇覆盖,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S10,信息密度/内容单元,内容评分,idea_density,命题/观点密度,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S10,信息密度/内容单元,内容评分,information_units_per_min,单位时间信息量,planned,0.0,,TalkBank/DementiaBank; 公开视频; 图片描述; 疾病进展语音,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S11,句法复杂度,句法语言,clause_per_utterance,从句/话语比例,active,0.063698,TalkBank/DementiaBank; 图片描述; 结构化医患对话,图片描述,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。 | 2026-07 revision: rebalance syntax by empirical AUC order: dependency_length > MLU > clause_per_utterance; all remain task/parser sensitive.
S11,句法复杂度,句法语言,dependency_length,依存距离,active,0.097998,TalkBank/DementiaBank; 图片描述; 结构化医患对话,图片描述,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。 | 2026-07 revision: rebalance syntax by empirical AUC order: dependency_length > MLU > clause_per_utterance; all remain task/parser sensitive.
S11,句法复杂度,句法语言,grammar_error_rate,语法错误率,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S11,句法复杂度,句法语言,mean_length_utterance,平均话语长度,active,0.083299,TalkBank/DementiaBank; 图片描述; 结构化医患对话,图片描述,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。 | 2026-07 revision: rebalance syntax by empirical AUC order: dependency_length > MLU > clause_per_utterance; all remain task/parser sensitive.
S11,句法复杂度,句法语言,parse_tree_depth,句法树深度,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S12,不流利/重复/修正,话语表现,false_start_count,起始失败次数,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S12,不流利/重复/修正,话语表现,repeat_bigram_rate,重复二元组比例,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S12,不流利/重复/修正,话语表现,repeat_token_rate,重复词比例,active,0.12,TalkBank/DementiaBank; 图片描述,图片描述,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。
S12,不流利/重复/修正,话语表现,revision_rate,修正比例,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S13,互动/语用负担,互动任务,clarification_request_count,澄清请求次数,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S13,互动/语用负担,互动任务,interviewer_word_ratio,访谈者词占比,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S13,互动/语用负担,互动任务,patient_speech_ratio,患者说话占比,active,0.07062,TalkBank/DementiaBank; 结构化医患对话,公开视频; 图片描述; 疾病进展语音,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。
S13,互动/语用负担,互动任务,prompt_count,提示次数,planned,0.0,,TalkBank/DementiaBank,重算前不进报告,该指标有医学或工程价值，但当前抽取器、方向或跨任务稳定性还未完成校验。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row.
S13,互动/语用负担,互动任务,response_latency,回答启动延迟,active,0.04496,TalkBank/DementiaBank; 结构化医患对话,公开视频; 图片描述; 疾病进展语音,可进入医生报告,该指标与 state 匹配，但没有足够理由相对同组指标明显上调或下调。
S14,任务表现/任务得分,任务评分,naming_correct,命名正确数,planned,0.0,,TalkBank/DementiaBank; 结构化医患对话,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S14,任务表现/任务得分,任务评分,reading_error_rate,阅读错误率,planned,0.0,,TalkBank/DementiaBank; 结构化医患对话,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S14,任务表现/任务得分,任务评分,semantic_fluency_count,语义流畅性数量,planned,0.0,,TalkBank/DementiaBank; 结构化医患对话,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S14,任务表现/任务得分,任务评分,story_recall_units,故事回忆单位,planned,0.0,,TalkBank/DementiaBank; 结构化医患对话,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
S14,任务表现/任务得分,任务评分,task_completion,任务完成度,planned,0.0,,TalkBank/DementiaBank; 结构化医患对话,排除或进入 backlog,需要任务评分表或人工/半自动 scoring rubric，当前只保留 future 权重。 | 2026-07 revision: future/backlog metric cannot carry active model weight before rubric/extractor exists.
