uid,task,valid,source_file
mtfh,Picture Description,Yes,our_preprocessed_validation.csv
mtnx,Picture Description,Yes,our_preprocessed_train.csv
mtnz,Picture Description,Yes,our_preprocessed_validation.csv
mtos,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
mtsa,Picture Description,Yes,our_preprocessed_train.csv
mttk,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
mumm,Sentence Reading,Yes,our_preprocessed_train.csv
mvfm,Sentence Reading,Yes,our_preprocessed_train.csv
mvlw,Voice Assistant,Yes,our_preprocessed_train.csv
mvrq,Picture Description,Yes,our_preprocessed_train.csv
mwao,Picture Description,Yes,our_preprocessed_train.csv
mwmx,Picture Description,Yes,our_preprocessed_train.csv
mwts,Picture Description,Yes,our_preprocessed_train.csv
mxbw,Voice Assistant,Yes,our_preprocessed_train.csv
mxdn,Sentence Reading,Yes,our_preprocessed_train.csv
mxhi,Picture Description,Yes,our_preprocessed_train.csv
mxvn,Picture Description,Yes,our_preprocessed_test.csv
mykj,Picture Description,Yes,our_preprocessed_train.csv
myzj,Picture Description,Yes,our_preprocessed_train.csv
mzea,Sentence Reading,Yes,our_preprocessed_validation.csv
mzfu,Sentence Reading,Yes,our_preprocessed_validation.csv
narj,Picture Description,Yes,our_preprocessed_train.csv
nbbs,Picture Description,Yes,our_preprocessed_validation.csv
nbwn,Picture Description,Yes,our_preprocessed_validation.csv
nbxr,Sentence Reading,Yes,our_preprocessed_train.csv
nbxw,Sentence Reading,Yes,our_preprocessed_test.csv
ncbr,Voice Assistant,Yes,our_preprocessed_test.csv
ncmg,Picture Description,Yes,our_preprocessed_train.csv
ncpc,Voice Assistant,Yes,our_preprocessed_train.csv
ndbh,Picture Description,Yes,our_preprocessed_test.csv
ndly,Picture Description,Yes,our_preprocessed_train.csv
nebc,Picture Description,Yes,our_preprocessed_train.csv
nedw,Picture Description,Yes,our_preprocessed_train.csv
nefi,Picture Description,Yes,our_preprocessed_train.csv
neul,Picture Description,Yes,our_preprocessed_train.csv
newj,Picture Description,Yes,our_preprocessed_train.csv
nfpk,Picture Description,Yes,our_preprocessed_train.csv
nhcz,Picture Description,Yes,our_preprocessed_train.csv
nhrt,Picture Description,Yes,our_preprocessed_train.csv
nhrv,Voice Assistant,Yes,our_preprocessed_train.csv
nikf,Picture Description,Yes,our_preprocessed_train.csv
nisr,Picture Description,Yes,our_preprocessed_train.csv
njjw,Sentence Reading,Yes,our_preprocessed_validation.csv
nkkc,Picture Description,Yes,our_preprocessed_train.csv
nkou,Picture Description,Yes,our_preprocessed_train.csv
nkup,Picture Description,Yes,our_preprocessed_validation.csv
nlla,Picture Description,Yes,our_preprocessed_validation.csv
nlmh,Picture Description,Yes,our_preprocessed_train.csv
nmdf,Picture Description,Yes,our_preprocessed_train.csv
nmqh,Sentence Reading,Yes,our_preprocessed_train.csv
nmsf,Sentence Reading,Yes,our_preprocessed_validation.csv
nmzp,Picture Description,Yes,our_preprocessed_test.csv
nmzv,Picture Description,Yes,our_preprocessed_train.csv
nnty,Picture Description,Yes,our_preprocessed_train.csv
noom,Picture Description,Yes,our_preprocessed_train.csv
notq,Picture Description,Yes,our_preprocessed_test.csv
npdy,Picture Description,Yes,our_preprocessed_test.csv
npfv,Picture Description,Yes,our_preprocessed_test.csv
nrdn,Picture Description,Yes,our_preprocessed_test.csv
nrez,Picture Description,Yes,our_preprocessed_train.csv
nrhi,Picture Description,Yes,our_preprocessed_train.csv
nsft,Picture Description,Yes,our_preprocessed_train.csv
ntje,Picture Description,Yes,our_preprocessed_train.csv
ntqx,Picture Description,Yes,our_preprocessed_train.csv
ntvp,Picture Description,Yes,our_preprocessed_validation.csv
nubm,Picture Description,Yes,our_preprocessed_train.csv
nuum,Picture Description,Yes,our_preprocessed_train.csv
nuve,Picture Description,Yes,our_preprocessed_train.csv
nvjb,Picture Description,Yes,our_preprocessed_train.csv
nvyd,Picture Description,Yes,our_preprocessed_train.csv
nwco,Picture Description,Yes,our_preprocessed_validation.csv
nwiw,Sentence Reading,Yes,our_preprocessed_train.csv
nwju,Other,Yes,our_preprocessed_train.csv
nwnx,Picture Description,Yes,our_preprocessed_test.csv
nwqn,Picture Description,Yes,our_preprocessed_train.csv
nxjp,Picture Description,Yes,our_preprocessed_test.csv
nyjp,Picture Description,Yes,our_preprocessed_train.csv
nyrj,Picture Description,Yes,our_preprocessed_train.csv
nywx,Other,Yes,our_preprocessed_train.csv
nzfd,Sentence Reading,Yes,our_preprocessed_train.csv
oaav,Picture Description,Yes,our_preprocessed_validation.csv
oaje,Picture Description,Yes,our_preprocessed_train.csv
oasg,Picture Description,Yes,our_preprocessed_train.csv
oasi,Picture Description,Yes,our_preprocessed_test.csv
oawa,Sentence Reading,Yes,our_preprocessed_test.csv
obvt,Picture Description,Yes,our_preprocessed_train.csv
ocbn,Picture Description,Yes,our_preprocessed_train.csv
ocjk,Picture Description,Yes,our_preprocessed_train.csv
ocli,Picture Description,Yes,our_preprocessed_validation.csv
ocqr,Sentence Reading,Yes,our_preprocessed_train.csv
odfc,Picture Description,Yes,our_preprocessed_train.csv
odrl,Picture Description,Yes,our_preprocessed_train.csv
odsf,Picture Description,Yes,our_preprocessed_train.csv
oebq,Picture Description,Yes,our_preprocessed_train.csv
oees,Voice Assistant,Yes,our_preprocessed_train.csv
oeft,Sentence Reading,Yes,our_preprocessed_train.csv
oelh,Picture Description,Yes,our_preprocessed_validation.csv
ofaz,Sentence Reading,Yes,our_preprocessed_test.csv
ofhi,Picture Description,Yes,our_preprocessed_train.csv
oghy,Voice Assistant,Yes,our_preprocessed_train.csv
ogue,Sentence Reading,Yes,our_preprocessed_test.csv
ohti,Picture Description,Yes,our_preprocessed_train.csv
ohvg,Picture Description,Yes,our_preprocessed_test.csv
ohvh,Picture Description,Yes,our_preprocessed_train.csv
oixw,Picture Description,Yes,our_preprocessed_train.csv
ojmf,Picture Description,Yes,our_preprocessed_train.csv
ojvu,Voice Assistant,Yes,our_preprocessed_train.csv
okcw,Sentence Reading,Yes,our_preprocessed_train.csv
okip,Other,Yes,our_preprocessed_train.csv
okri,Picture Description,Yes,our_preprocessed_train.csv
olaa,Picture Description,Yes,our_preprocessed_train.csv
olcy,Sentence Reading,Yes,our_preprocessed_train.csv
olnn,Picture Description,Yes,our_preprocessed_train.csv
oloe,Picture Description,Yes,our_preprocessed_train.csv
olub,Voice Assistant,Yes,our_preprocessed_train.csv
olwg,Picture Description,Yes,our_preprocessed_train.csv
omct,Picture Description,Yes,our_preprocessed_train.csv
omde,Picture Description,Yes,our_preprocessed_test.csv
omen,Picture Description,Yes,our_preprocessed_train.csv
omlc,Picture Description,Yes,our_preprocessed_test.csv
omli,Picture Description,Yes,our_preprocessed_validation.csv
omnt,Picture Description,Yes,our_preprocessed_train.csv
ompb,Picture Description,Yes,our_preprocessed_train.csv
ompz,Picture Description,Yes,our_preprocessed_train.csv
onio,Picture Description,Yes,our_preprocessed_test.csv
oniv,Picture Description,Yes,our_preprocessed_validation.csv
onkt,Picture Description,Yes,our_preprocessed_train.csv
onlv,Voice Assistant,Yes,our_preprocessed_train.csv
onok,Picture Description,Yes,our_preprocessed_validation.csv
onsw,Picture Description,Yes,our_preprocessed_train.csv
onsz,Picture Description,Yes,our_preprocessed_train.csv
ontl,Picture Description,Yes,our_preprocessed_validation.csv
onww,Picture Description,Yes,our_preprocessed_validation.csv
oobv,Picture Description,Yes,our_preprocessed_validation.csv
oodd,Picture Description,Yes,our_preprocessed_test.csv
ooxt,Picture Description,Yes,our_preprocessed_validation.csv
oozv,Picture Description,Yes,our_preprocessed_validation.csv
opcd,Picture Description,Yes,our_preprocessed_train.csv
opkc,Semantic Verbal Fluency,Yes,our_preprocessed_test.csv
oprr,Picture Description,Yes,our_preprocessed_test.csv
opsw,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
opvv,Sentence Reading,Yes,our_preprocessed_test.csv
oqea,Picture Description,Yes,our_preprocessed_train.csv
oqkr,Picture Description,Yes,our_preprocessed_train.csv
oqoh,Picture Description,Yes,our_preprocessed_validation.csv
oqpj,Sentence Reading,Yes,our_preprocessed_train.csv
oqxm,Voice Assistant,Yes,our_preprocessed_test.csv
orar,Picture Description,Yes,our_preprocessed_test.csv
osjg,Picture Description,Yes,our_preprocessed_train.csv
otma,Picture Description,Yes,our_preprocessed_test.csv
otmd,Picture Description,Yes,our_preprocessed_train.csv
otmw,Sentence Reading,Yes,our_preprocessed_train.csv
otnq,Sentence Reading,Yes,our_preprocessed_train.csv
otru,Picture Description,Yes,our_preprocessed_validation.csv
otym,Picture Description,Yes,our_preprocessed_test.csv
ouap,Semantic Verbal Fluency,Yes,our_preprocessed_test.csv
ouev,Picture Description,Yes,our_preprocessed_test.csv
oufk,Picture Description,Yes,our_preprocessed_train.csv
oukj,Picture Description,Yes,our_preprocessed_train.csv
ouua,Picture Description,Yes,our_preprocessed_train.csv
ovbj,Picture Description,Yes,our_preprocessed_validation.csv
ovga,Picture Description,Yes,our_preprocessed_train.csv
ovko,Picture Description,Yes,our_preprocessed_test.csv
ovmj,Picture Description,Yes,our_preprocessed_train.csv
ovsn,Picture Description,Yes,our_preprocessed_test.csv
ovvk,Sentence Reading,Yes,our_preprocessed_test.csv
ovxb,Other,Yes,our_preprocessed_validation.csv
owie,Picture Description,Yes,our_preprocessed_train.csv
owvw,Picture Description,Yes,our_preprocessed_train.csv
oxbt,Story Recall,Yes,our_preprocessed_train.csv
oxeg,Picture Description,Yes,our_preprocessed_validation.csv
oxxr,Picture Description,Yes,our_preprocessed_test.csv
oypd,Picture Description,Yes,our_preprocessed_validation.csv
oyrw,Picture Description,Yes,our_preprocessed_train.csv
ozei,Picture Description,Yes,our_preprocessed_train.csv
ozhx,Picture Description,Yes,our_preprocessed_train.csv
ozkk,Picture Description,Yes,our_preprocessed_validation.csv
ozkv,Picture Description,Yes,our_preprocessed_train.csv
ozof,Other,No,our_preprocessed_validation.csv
ozus,Picture Description,Yes,our_preprocessed_train.csv
ozzx,Picture Description,Yes,our_preprocessed_train.csv
pabc,Sentence Reading,Yes,our_preprocessed_train.csv
pakl,Picture Description,Yes,our_preprocessed_train.csv
pbda,Picture Description,Yes,our_preprocessed_train.csv
pbir,Personal Narrative,Yes,our_preprocessed_train.csv
pbjt,Picture Description,Yes,our_preprocessed_train.csv
pbsm,Picture Description,Yes,our_preprocessed_train.csv
pccw,Picture Description,Yes,our_preprocessed_validation.csv
pcto,Picture Description,Yes,our_preprocessed_test.csv
pdda,Sentence Reading,Yes,our_preprocessed_test.csv
pdok,Picture Description,Yes,our_preprocessed_train.csv
pdrn,Picture Description,Yes,our_preprocessed_train.csv
pdww,Picture Description,Yes,our_preprocessed_test.csv
pdyc,Picture Description,Yes,our_preprocessed_train.csv
pedu,Personal Narrative,Yes,our_preprocessed_test.csv
peoy,Picture Description,Yes,our_preprocessed_test.csv
pfbv,Picture Description,Yes,our_preprocessed_test.csv
pfns,Picture Description,Yes,our_preprocessed_test.csv
pfsz,Picture Description,Yes,our_preprocessed_train.csv
pfyx,Picture Description,Yes,our_preprocessed_test.csv
pgab,Picture Description,Yes,our_preprocessed_train.csv
pgam,Picture Description,Yes,our_preprocessed_train.csv
pggr,Picture Description,Yes,our_preprocessed_test.csv
pggu,Picture Description,Yes,our_preprocessed_test.csv
phfq,Picture Description,Yes,our_preprocessed_train.csv
phna,Picture Description,Yes,our_preprocessed_train.csv
phnf,Picture Description,Yes,our_preprocessed_validation.csv
piur,Picture Description,Yes,our_preprocessed_test.csv
pizj,Picture Description,Yes,our_preprocessed_train.csv
pjcy,Picture Description,Yes,our_preprocessed_validation.csv
pjex,Voice Assistant,Yes,our_preprocessed_validation.csv
pkqt,Picture Description,Yes,our_preprocessed_train.csv
pkxs,Picture Description,Yes,our_preprocessed_train.csv
plau,Personal Narrative,Yes,our_preprocessed_train.csv
plpu,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
plsq,Sentence Reading,Yes,our_preprocessed_validation.csv
pmpn,Sentence Reading,Yes,our_preprocessed_validation.csv
pmsp,Picture Description,Yes,our_preprocessed_train.csv
pmvs,Picture Description,Yes,our_preprocessed_train.csv
pnjb,Picture Description,Yes,our_preprocessed_test.csv
podx,Voice Assistant,Yes,our_preprocessed_test.csv
pouf,Picture Description,Yes,our_preprocessed_validation.csv
ppkg,Sentence Reading,Yes,our_preprocessed_train.csv
ppmz,Sentence Reading,Yes,our_preprocessed_test.csv
ppsd,Picture Description,Yes,our_preprocessed_train.csv
pqlh,Picture Description,Yes,our_preprocessed_validation.csv
pqzp,Picture Description,Yes,our_preprocessed_validation.csv
praz,Picture Description,Yes,our_preprocessed_train.csv
prqz,Picture Description,Yes,our_preprocessed_train.csv
prsb,Picture Description,Yes,our_preprocessed_train.csv
psih,Picture Description,Yes,our_preprocessed_train.csv
ptcr,Voice Assistant,Yes,our_preprocessed_train.csv
ptrf,Picture Description,Yes,our_preprocessed_train.csv
ptsa,Sentence Reading,Yes,our_preprocessed_train.csv
ptsv,Picture Description,Yes,our_preprocessed_test.csv
ptwe,Picture Description,Yes,our_preprocessed_test.csv
ptwv,Picture Description,Yes,our_preprocessed_test.csv
punh,Picture Description,Yes,our_preprocessed_train.csv
puom,Picture Description,Yes,our_preprocessed_train.csv
puur,Sentence Reading,Yes,our_preprocessed_test.csv
pvcc,Picture Description,Yes,our_preprocessed_train.csv
pvfg,Sentence Reading,Yes,our_preprocessed_train.csv
pvou,Picture Description,Yes,our_preprocessed_train.csv
pwaq,Picture Description,Yes,our_preprocessed_train.csv
pwiq,Picture Description,Yes,our_preprocessed_test.csv
pwjk,Picture Description,Yes,our_preprocessed_train.csv
pwop,Picture Description,Yes,our_preprocessed_validation.csv
pwpb,Picture Description,Yes,our_preprocessed_validation.csv
pwsa,Picture Description,Yes,our_preprocessed_train.csv
pxfa,Picture Description,Yes,our_preprocessed_train.csv
pxqb,Story Recall,Yes,our_preprocessed_train.csv
pxqc,Voice Assistant,Yes,our_preprocessed_train.csv
pxye,Picture Description,Yes,our_preprocessed_validation.csv
pyea,Picture Description,Yes,our_preprocessed_train.csv
pyki,Picture Description,Yes,our_preprocessed_train.csv
pyof,Picture Description,Yes,our_preprocessed_validation.csv
pytr,Picture Description,Yes,our_preprocessed_train.csv
pyvy,Picture Description,Yes,our_preprocessed_train.csv
pzdb,Voice Assistant,Yes,our_preprocessed_train.csv
pzoi,Voice Assistant,Yes,our_preprocessed_train.csv
qaqk,Sentence Reading,Yes,our_preprocessed_validation.csv
qatz,Semantic Verbal Fluency,Yes,our_preprocessed_validation.csv
qavc,Picture Description,Yes,our_preprocessed_train.csv
qbce,Picture Description,Yes,our_preprocessed_test.csv
qbif,Picture Description,Yes,our_preprocessed_validation.csv
qbil,Picture Description,Yes,our_preprocessed_train.csv
qbno,Picture Description,Yes,our_preprocessed_train.csv
qbqi,Picture Description,Yes,our_preprocessed_validation.csv
qbqt,Picture Description,Yes,our_preprocessed_train.csv
qbvd,Picture Description,Yes,our_preprocessed_train.csv
qbzk,Picture Description,Yes,our_preprocessed_train.csv
qcbf,Sentence Reading,Yes,our_preprocessed_train.csv
qcpc,Picture Description,Yes,our_preprocessed_train.csv
qcrb,Picture Description,Yes,our_preprocessed_train.csv
qddf,Picture Description,Yes,our_preprocessed_train.csv
qdmq,Other,Yes,our_preprocessed_test.csv
qdyv,Voice Assistant,Yes,our_preprocessed_train.csv
qejc,Picture Description,Yes,our_preprocessed_train.csv
qevi,Picture Description,Yes,our_preprocessed_train.csv
qfli,Picture Description,Yes,our_preprocessed_train.csv
qfyq,Picture Description,Yes,our_preprocessed_test.csv
qfzh,Picture Description,Yes,our_preprocessed_validation.csv
qgbk,Picture Description,Yes,our_preprocessed_train.csv
qgbp,Picture Description,Yes,our_preprocessed_train.csv
qgfg,Story Recall,Yes,our_preprocessed_train.csv
qgxn,Voice Assistant,Yes,our_preprocessed_train.csv
qhjd,Picture Description,Yes,our_preprocessed_train.csv
qhme,Picture Description,Yes,our_preprocessed_train.csv
qiib,Sentence Reading,Yes,our_preprocessed_test.csv
qjga,Picture Description,Yes,our_preprocessed_train.csv
qjgi,Picture Description,No,our_preprocessed_train.csv
qjiu,Sentence Reading,Yes,our_preprocessed_train.csv
qkiv,Picture Description,Yes,our_preprocessed_test.csv
qknn,Picture Description,Yes,our_preprocessed_train.csv
qkpp,Voice Assistant,Yes,our_preprocessed_train.csv
qlaz,Picture Description,Yes,our_preprocessed_test.csv
qmid,Picture Description,Yes,our_preprocessed_train.csv
qmmy,Picture Description,Yes,our_preprocessed_train.csv
qmsa,Picture Description,Yes,our_preprocessed_test.csv
qmut,Picture Description,Yes,our_preprocessed_validation.csv
qnae,Picture Description,Yes,our_preprocessed_train.csv
qneb,Voice Assistant,Yes,our_preprocessed_train.csv
qnrj,Sentence Reading,Yes,our_preprocessed_validation.csv
qnvo,Picture Description,Yes,our_preprocessed_test.csv
qobt,Picture Description,Yes,our_preprocessed_train.csv
qojc,Picture Description,Yes,our_preprocessed_train.csv
qort,Picture Description,Yes,our_preprocessed_test.csv
qpdk,Story Recall,Yes,our_preprocessed_train.csv
qpeo,Picture Description,Yes,our_preprocessed_test.csv
qprv,Picture Description,Yes,our_preprocessed_validation.csv
qpyw,Story Recall,Yes,our_preprocessed_test.csv
qpzs,Picture Description,Yes,our_preprocessed_test.csv
qqoa,Picture Description,Yes,our_preprocessed_validation.csv
qqxs,Personal Narrative,Yes,our_preprocessed_train.csv
qrhe,Picture Description,Yes,our_preprocessed_train.csv
qrlg,Picture Description,Yes,our_preprocessed_train.csv
qroo,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
qrth,Picture Description,Yes,our_preprocessed_validation.csv
qryx,Picture Description,Yes,our_preprocessed_validation.csv
qrzc,Picture Description,Yes,our_preprocessed_validation.csv
qshw,Picture Description,Yes,our_preprocessed_train.csv
qtiw,Picture Description,Yes,our_preprocessed_train.csv
qtws,Picture Description,Yes,our_preprocessed_train.csv
qtxw,Picture Description,Yes,our_preprocessed_train.csv
qudq,Picture Description,Yes,our_preprocessed_train.csv
quet,Picture Description,Yes,our_preprocessed_validation.csv
qvov,Sentence Reading,Yes,our_preprocessed_train.csv
qwgo,Picture Description,Yes,our_preprocessed_train.csv
qwny,Sentence Reading,Yes,our_preprocessed_train.csv
qwos,Voice Assistant,Yes,our_preprocessed_train.csv
qxbb,Sentence Reading,Yes,our_preprocessed_train.csv
qxcu,Sentence Reading,Yes,our_preprocessed_test.csv
qxvj,Picture Description,Yes,our_preprocessed_train.csv
qxwf,Picture Description,Yes,our_preprocessed_validation.csv
qyjh,Picture Description,Yes,our_preprocessed_validation.csv
qywr,Picture Description,Yes,our_preprocessed_validation.csv
qzdq,Picture Description,Yes,our_preprocessed_train.csv
qzgf,Voice Assistant,Yes,our_preprocessed_test.csv
radq,Picture Description,Yes,our_preprocessed_test.csv
rall,Picture Description,Yes,our_preprocessed_train.csv
rbto,Picture Description,Yes,our_preprocessed_train.csv
rbxd,Picture Description,Yes,our_preprocessed_train.csv
rcek,Sentence Reading,Yes,our_preprocessed_train.csv
rcts,Picture Description,Yes,our_preprocessed_train.csv
rdle,Picture Description,Yes,our_preprocessed_train.csv
rdlm,Picture Description,Yes,our_preprocessed_train.csv
redt,Sentence Reading,Yes,our_preprocessed_train.csv
rege,Sentence Reading,Yes,our_preprocessed_test.csv
renw,Picture Description,Yes,our_preprocessed_validation.csv
rewq,Picture Description,Yes,our_preprocessed_validation.csv
rfgr,Picture Description,Yes,our_preprocessed_train.csv
rfls,Story Recall,Yes,our_preprocessed_train.csv
rfzk,Picture Description,Yes,our_preprocessed_validation.csv
rgkv,Sentence Reading,Yes,our_preprocessed_test.csv
rhbf,Picture Description,Yes,our_preprocessed_train.csv
rhpt,Picture Description,Yes,our_preprocessed_train.csv
rihs,Other,No,our_preprocessed_train.csv
rikr,Picture Description,Yes,our_preprocessed_train.csv
rily,Sentence Reading,Yes,our_preprocessed_train.csv
rixf,Picture Description,Yes,our_preprocessed_validation.csv
riyp,Picture Description,Yes,our_preprocessed_train.csv
rjmn,Picture Description,Yes,our_preprocessed_train.csv
rkej,Picture Description,Yes,our_preprocessed_train.csv
rkkt,Picture Description,Yes,our_preprocessed_train.csv
rkxi,Sentence Reading,Yes,our_preprocessed_test.csv
rlft,Sentence Reading,Yes,our_preprocessed_train.csv
rlls,Picture Description,Yes,our_preprocessed_validation.csv
rlvz,Picture Description,Yes,our_preprocessed_train.csv
rlxh,Voice Assistant,Yes,our_preprocessed_train.csv
rnlm,Picture Description,Yes,our_preprocessed_train.csv
rnsz,Picture Description,Yes,our_preprocessed_train.csv
rntv,Picture Description,Yes,our_preprocessed_train.csv
rnyx,Picture Description,Yes,our_preprocessed_train.csv
roge,Picture Description,Yes,our_preprocessed_train.csv
romo,Picture Description,Yes,our_preprocessed_train.csv
rpcn,Picture Description,Yes,our_preprocessed_train.csv
rpla,Sentence Reading,Yes,our_preprocessed_train.csv
rpou,Personal Narrative,Yes,our_preprocessed_train.csv
rpvp,Picture Description,Yes,our_preprocessed_test.csv
rqsj,Picture Description,Yes,our_preprocessed_test.csv
rqyj,Picture Description,Yes,our_preprocessed_train.csv
rrce,Picture Description,Yes,our_preprocessed_validation.csv
rrmy,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
rscl,Picture Description,Yes,our_preprocessed_train.csv
rsoy,Picture Description,Yes,our_preprocessed_train.csv
rtlq,Picture Description,Yes,our_preprocessed_train.csv
rtmd,Picture Description,Yes,our_preprocessed_train.csv
rtqs,Picture Description,Yes,our_preprocessed_train.csv
rtsh,Sentence Reading,Yes,our_preprocessed_validation.csv
rtsu,Sentence Reading,Yes,our_preprocessed_train.csv
rtvk,Sentence Reading,Yes,our_preprocessed_train.csv
rtvy,Picture Description,Yes,our_preprocessed_test.csv
rugj,Picture Description,Yes,our_preprocessed_train.csv
ruit,Picture Description,Yes,our_preprocessed_validation.csv
rulp,Picture Description,Yes,our_preprocessed_train.csv
ruod,Picture Description,Yes,our_preprocessed_train.csv
ruza,Sentence Reading,Yes,our_preprocessed_train.csv
rwgg,Sentence Reading,Yes,our_preprocessed_train.csv
rwnh,Sentence Reading,Yes,our_preprocessed_train.csv
rxli,Picture Description,No,our_preprocessed_train.csv
rxru,Picture Description,Yes,our_preprocessed_test.csv
rxuj,Sentence Reading,Yes,our_preprocessed_test.csv
ryab,Picture Description,Yes,our_preprocessed_train.csv
ryhk,Picture Description,Yes,our_preprocessed_validation.csv
ryht,Picture Description,Yes,our_preprocessed_train.csv
ryle,Picture Description,Yes,our_preprocessed_train.csv
rywp,Picture Description,Yes,our_preprocessed_train.csv
saiw,Picture Description,Yes,our_preprocessed_test.csv
sajw,Picture Description,Yes,our_preprocessed_train.csv
sakb,Picture Description,Yes,our_preprocessed_train.csv
saum,Sentence Reading,Yes,our_preprocessed_train.csv
sbim,Picture Description,Yes,our_preprocessed_train.csv
sbqw,Picture Description,Yes,our_preprocessed_train.csv
sbrr,Picture Description,Yes,our_preprocessed_train.csv
scum,Sentence Reading,Yes,our_preprocessed_train.csv
scyo,Voice Assistant,Yes,our_preprocessed_validation.csv
sczk,Picture Description,Yes,our_preprocessed_train.csv
sdba,Picture Description,Yes,our_preprocessed_train.csv
sdgf,Picture Description,Yes,our_preprocessed_train.csv
sdma,Picture Description,Yes,our_preprocessed_validation.csv
sdys,Picture Description,Yes,our_preprocessed_test.csv
sejh,Picture Description,Yes,our_preprocessed_train.csv
sews,Picture Description,Yes,our_preprocessed_train.csv
sfgz,Picture Description,Yes,our_preprocessed_train.csv
sfpd,Picture Description,Yes,our_preprocessed_test.csv
sfpk,Picture Description,Yes,our_preprocessed_test.csv
sfps,Sentence Reading,Yes,our_preprocessed_test.csv
sgep,Sentence Reading,Yes,our_preprocessed_train.csv
sgjq,Sentence Reading,Yes,our_preprocessed_train.csv
sgor,Picture Description,Yes,our_preprocessed_train.csv
shoj,Picture Description,Yes,our_preprocessed_train.csv
shor,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
shqc,Picture Description,Yes,our_preprocessed_train.csv
shzg,Picture Description,Yes,our_preprocessed_train.csv
sigv,Sentence Reading,Yes,our_preprocessed_train.csv
sisb,Picture Description,Yes,our_preprocessed_validation.csv
sivi,Sentence Reading,Yes,our_preprocessed_train.csv
sizc,Picture Description,Yes,our_preprocessed_validation.csv
sjtf,Picture Description,Yes,our_preprocessed_train.csv
sjub,Picture Description,Yes,our_preprocessed_test.csv
skht,Picture Description,Yes,our_preprocessed_validation.csv
skpe,Picture Description,Yes,our_preprocessed_train.csv
skrf,Picture Description,No,our_preprocessed_test.csv
slcg,Picture Description,Yes,our_preprocessed_validation.csv
slet,Picture Description,Yes,our_preprocessed_validation.csv
slzg,Picture Description,Yes,our_preprocessed_train.csv
smwa,Picture Description,Yes,our_preprocessed_train.csv
smxg,Sentence Reading,Yes,our_preprocessed_validation.csv
smym,Picture Description,Yes,our_preprocessed_train.csv
snjj,Picture Description,Yes,our_preprocessed_train.csv
snlh,Sentence Reading,Yes,our_preprocessed_validation.csv
snrv,Picture Description,Yes,our_preprocessed_train.csv
soae,Picture Description,Yes,our_preprocessed_train.csv
sobj,Sentence Reading,Yes,our_preprocessed_train.csv
sohk,Picture Description,Yes,our_preprocessed_validation.csv
sone,Picture Description,Yes,our_preprocessed_train.csv
spfr,Sentence Reading,Yes,our_preprocessed_test.csv
spph,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
sqom,Voice Assistant,Yes,our_preprocessed_test.csv
sqrf,Picture Description,Yes,our_preprocessed_train.csv
srjb,Picture Description,Yes,our_preprocessed_test.csv
srqp,Picture Description,Yes,our_preprocessed_train.csv
ssbu,Story Recall,Yes,our_preprocessed_validation.csv
sswf,Picture Description,Yes,our_preprocessed_test.csv
stap,Picture Description,Yes,our_preprocessed_validation.csv
sthf,Picture Description,Yes,our_preprocessed_train.csv
stjc,Sentence Reading,Yes,our_preprocessed_train.csv
stue,Picture Description,Yes,our_preprocessed_test.csv
sulw,Picture Description,Yes,our_preprocessed_train.csv
suzi,Voice Assistant,Yes,our_preprocessed_train.csv
svdd,Picture Description,Yes,our_preprocessed_train.csv
svek,Sentence Reading,Yes,our_preprocessed_test.csv
swbz,Picture Description,Yes,our_preprocessed_train.csv
swli,Story Recall,Yes,our_preprocessed_train.csv
swtz,Sentence Reading,Yes,our_preprocessed_test.csv
swud,Picture Description,Yes,our_preprocessed_test.csv
swvb,Picture Description,Yes,our_preprocessed_train.csv
sxho,Picture Description,Yes,our_preprocessed_test.csv
syij,Picture Description,Yes,our_preprocessed_train.csv
sypp,Picture Description,Yes,our_preprocessed_validation.csv
syvf,Picture Description,Yes,our_preprocessed_train.csv
syzl,Picture Description,Yes,our_preprocessed_test.csv
szdw,Picture Description,Yes,our_preprocessed_train.csv
szfw,Voice Assistant,Yes,our_preprocessed_train.csv
szwj,Picture Description,Yes,our_preprocessed_train.csv
taec,Picture Description,Yes,our_preprocessed_train.csv
tbcn,Picture Description,Yes,our_preprocessed_train.csv
tbcz,Sentence Reading,Yes,our_preprocessed_test.csv
tbrc,Voice Assistant,Yes,our_preprocessed_train.csv
tbsy,Picture Description,Yes,our_preprocessed_validation.csv
tbtx,Sentence Reading,Yes,our_preprocessed_validation.csv
tbwt,Picture Description,Yes,our_preprocessed_train.csv
tcpg,Picture Description,Yes,our_preprocessed_validation.csv
tcqx,Picture Description,Yes,our_preprocessed_test.csv
tdro,Picture Description,Yes,our_preprocessed_train.csv
tdto,Picture Description,Yes,our_preprocessed_train.csv
tdzf,Semantic Verbal Fluency,Yes,our_preprocessed_train.csv
teac,Picture Description,Yes,our_preprocessed_validation.csv
tehn,Picture Description,Yes,our_preprocessed_train.csv
